Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW,LCOE.USD_kWh,EffectiveCapacity.MW
bol.sol,BOL,sol,2018,11,127,14.59418514,14.49771689,70,0.157806425,0.756907608,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,11.04644975
bol.hyd,BOL,hyd,2018,225,2612,298.5174234,298.173516,690.23,0.431797435,0.998399155,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,298.0395436
bol.ore,BOL,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
bol.bio,BOL,bio,2018,209,196,277.2895177,22.37442922,39.82317352,1,0.143615863,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,39.82317352
bra.coa,BRA,coa,2018,4844,23285,6426.748439,2658.105023,4652,0.571392969,0.413602635,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,2658.120092
bra.nga,BRA,nga,2018,10648,54622,14127.17122,6235.388128,13143,0.474424247,0.44137342,0.9,0.072587439,0.050556754,0.0031,0.022030686,860,0.072587439,6235.357878
bra.oil,BRA,oil,2018,2689,12526,3567.614895,1429.908676,7998,0.178781068,0.400797458,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1429.890982
bra.nuc,BRA,nuc,2018,4084,15674,5418.42292,1789.269406,1990,0.899123873,0.330217211,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,1789.256507
bra.wnd,BRA,wnd,2018,4168,48475,5529.869425,5533.675799,14403,0.384204117,1,0,0.04340581,0.0035,0.0035,0.03990581,1110,0.04340581,5533.691897
bra.sol,BRA,sol,2018,298,3461,395.3697429,395.0913242,2296,0.172099681,0.999421111,0,0.0769729,0,0,0.0769729,920,0.0769729,395.1408676
bra.hyd,BRA,hyd,2018,33445,388971,44372.95655,44403.08219,104195,0.426153759,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,44403.09092
bra.ore,BRA,ore,2018,343,1496,455.0732276,170.7762557,0,0.472222222,1,0,0.133558986,0.002955556,0.002955556,0.13060343,4215.555556,0.133558986,0
bra.bio,BRA,bio,2018,9320,52414,12365.25505,5983.333333,14767,0.416749715,0.497696409,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6154.143041
brn.coa,BRN,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
brn.nga,BRN,nga,2018,1296,4245,1719.460359,484.5890411,930.2,0.520944678,0.281822571,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,484.5827395
brn.oil,BRN,oil,2018,13,47,17.24767335,5.365296804,13.5,0.39810756,0.311604467,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,5.37445206
brn.nuc,BRN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
brn.wnd,BRN,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
brn.sol,BRN,sol,2018,0,2,0,0.228310502,1.2,0.146974886,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.176369863
brn.hyd,BRN,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
brn.ore,BRN,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
brn.bio,BRN,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
bwa.coa,BWA,coa,2018,1128,3146,1496.567349,359.1324201,752,0.413051437,0.207551421,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,310.6146806
bwa.nga,BWA,nga,2018,0,0,0,0,35,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,21.18333333
bwa.oil,BWA,oil,2018,3,8,3.980232311,0.913242009,160,0.45,0.229042871,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,72
bwa.nuc,BWA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
bwa.wnd,BWA,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
bwa.sol,BWA,sol,2018,0,5,0,0.570776256,3,0.076103501,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.228310503
bwa.hyd,BWA,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
bwa.ore,BWA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
bwa.bio,BWA,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
can.coa,CAN,coa,2018,10821,50530,14356.69795,5768.26484,10706,0.541882747,0.404089904,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,5801.396689
can.nga,CAN,nga,2018,15447,63114,20494.21617,7204.794521,15054,0.509814957,0.374483918,0.9,0.076069782,0.050725259,0.0023,0.025344523,940,0.076069782,7674.754363
can.oil,CAN,oil,2018,1913,6110,2538.061471,697.4885845,6018,0.139244633,0.330163083,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,837.9742014
can.nuc,CAN,nuc,2018,26246,100731,34821.72575,11498.9726,13554,0.845316867,0.32903093,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,11457.42482
can.wnd,CAN,wnd,2018,2853,33183,3785.200928,3788.013699,12743,0.265622666,0.894227202,0,0.045087238,0,0,0.045087238,1550,0.045087238,3384.829633
can.sol,CAN,sol,2018,326,3796,432.5185778,433.3333333,3175,0.138378481,1,0,0.060420093,0,0,0.060420093,840,0.060420093,439.3516772
can.hyd,CAN,hyd,2018,33176,385840,44016.06239,44045.6621,80630,0.542939036,0.994572711,0,0.137880931,0,0,0.137880931,6820,0.137880931,43777.17447
can.ore,CAN,ore,2018,327,1257,433.8453219,143.4931507,27.39190639,1,0.063137494,0,0.162258842,0,0,0.162258842,6140,0.162258842,27.39190639
can.bio,CAN,bio,2018,2182,9517,2894.955634,1086.415525,3358,0.251392606,0.291602524,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,844.1763709
che.coa,CHE,coa,2018,0,0,0,0,117,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,77.07375
che.nga,CHE,nga,2018,106,621,140.634875,70.89041096,305.5,0.277978574,0.603850605,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,84.92245436
che.oil,CHE,oil,2018,5,24,6.633720519,2.739726027,163.5,0.018640331,0.45942455,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,3.047694119
che.nuc,CHE,nuc,2018,6680,25513,8862.650613,2912.442922,3333,0.873807586,0.328615085,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,2912.400684
che.wnd,CHE,wnd,2018,10,122,13.26744104,13.92694064,75.2,0.184641716,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,13.88505704
che.sol,CHE,sol,2018,167,1944,221.5662653,221.9178082,1905.8,0.116439926,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,221.911211
che.hyd,CHE,hyd,2018,3008,34983,3990.846264,3993.493151,17046,0.253157853,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,4315.328762
che.ore,CHE,ore,2018,1168,2771,1549.637113,316.3242009,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
che.bio,CHE,bio,2018,151,311,200.3383597,35.50228311,361.4779224,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,361.4779224
chl.coa,CHL,coa,2018,6673,29867,8853.363405,3409.474886,4804.7061,0.693178805,0.376187024,0.9,0.100049959,0.051604248,0.003,0.048445711,3050,0.100049959,3330.520433
chl.nga,CHL,nga,2018,2167,13084,2875.054473,1493.607306,4596.2315,0.322016106,0.514793923,0.9,0.072820631,0.051934118,0.0025,0.020886513,1040,0.072820631,1480.06057
chl.oil,CHL,oil,2018,397,1287,526.7174092,146.9178082,4541.3083,0.035434567,0.305513525,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,160.9192932
chl.nuc,CHL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
chl.wnd,CHL,wnd,2018,309,3588,409.9639281,409.5890411,1530.1602,0.264813112,0.988395457,0,0.058822578,0,0,0.058822578,1810,0.058822578,405.2064844
chl.sol,CHL,sol,2018,449,5218,595.7081026,595.6621005,2273.8836,0.258211201,0.985620662,0,0.058022357,0,0,0.058022357,1050,0.058022357,587.1422153
chl.hyd,CHL,hyd,2018,2009,23367,2665.428905,2667.465753,6692.1611,0.386873438,0.971333119,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,2589.019372
chl.ore,CHL,ore,2018,271,282,359.5476521,32.19178082,24.40342466,1,0.067872574,0,0.131203136,6.22E-04,6.22E-04,0.130580914,4768.888889,0.131203136,24.40342466
chl.bio,CHL,bio,2018,4453,5621,5907.991494,641.6666667,1500.3275,0.448274303,0.113838733,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,672.5582643
chn.coa,CHN,coa,2018,1141316,4772856,1514234.274,544846.5753,1117607,0.487718952,0.359969474,0.9,0.061267026,0.045572934,0.0032,0.015694092,570,0.061267026,545078.1148
chn.nga,CHN,nga,2018,47822,223968,63447.55653,25567.12329,46973,0.490611986,0.363221503,0.9,0.084858665,0.06287409,0.005,0.021984576,450,0.084858665,23045.51682
chn.oil,CHN,oil,2018,2641,10750,3503.931178,1227.16895,15000,0.075106408,0.321523472,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1126.59612
chn.nuc,CHN,nuc,2018,76865,295000,101980.1855,33675.79909,44660,0.752665727,0.329613554,0,0.052068219,0.0066,0.0066,0.045468219,2560,0.052068219,33614.05137
chn.wnd,CHN,wnd,2018,31453,365800,41730.0823,41757.99087,184270,0.221327138,0.977327371,0,0.051902689,0.0074,0.0074,0.044502689,1070,0.051902689,40783.95172
chn.sol,CHN,sol,2018,15289,177200,20284.5906,20228.3105,174330,0.12894587,1,0,0.053493613,0,0,0.053493613,680,0.053493613,22479.13352
chn.hyd,CHN,hyd,2018,103113,1199200,136804.5648,136894.9772,352590,0.396781754,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,139901.2786
chn.ore,CHN,ore,2018,4726,13562,6270.192635,1548.173516,26,0.596720232,1,0,0.123570713,0.005555556,0.005555556,0.118015158,4028.888889,0.123570713,15.51472603
chn.bio,CHN,bio,2018,31153,90565,41332.05907,10338.47032,11871.10331,1,0.287212967,0,0.147883708,0.121922147,0.0121,0.025961561,1360,0.147883708,11871.10331
civ.coa,CIV,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
civ.nga,CIV,nga,2018,1395,7026,1850.808025,802.0547945,1182,0.756754137,0.483293447,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,894.4833899
civ.oil,CIV,oil,2018,3,10,3.980232311,1.141552511,100,0.090613014,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,9.0613014
civ.nuc,CIV,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
civ.wnd,CIV,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
civ.sol,CIV,sol,2018,0,0,0,0,8,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.41935484
civ.hyd,CIV,hyd,2018,255,2962,338.3197465,338.1278539,879,0.285480556,0.741716708,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,250.9374087
civ.ore,CIV,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
civ.bio,CIV,bio,2018,50,61,66.33720519,6.96347032,120,0.164783961,0.298084239,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,19.77407532
cmr.coa,CMR,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cmr.nga,CMR,nga,2018,642,2341,851.7697146,267.2374429,352,0.730232299,0.301773783,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,257.0417692
cmr.oil,CMR,oil,2018,345,1203,457.7267158,137.3287671,368,0.57712912,0.463996329,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,212.3835162
cmr.nuc,CMR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cmr.wnd,CMR,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
cmr.sol,CMR,sol,2018,2,19,2.653488208,2.168949772,14,0.114155251,0.602291546,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.598173514
cmr.hyd,CMR,hyd,2018,432,5023,573.1534528,573.4018265,732,0.655856055,0.837623206,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,480.0866323
cmr.ore,CMR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
cmr.bio,CMR,bio,2018,9,40,11.94069693,4.566210046,10,0.035468037,0.029703489,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0.35468037
cod.coa,COD,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cod.nga,COD,nga,2018,0,2,0,0.228310502,0.201986301,1,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0.201986301
cod.oil,COD,oil,2018,2,5,2.653488208,0.570776256,160,0.45,0.252046106,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,72
cod.nuc,COD,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cod.wnd,COD,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
cod.sol,COD,sol,2018,1,10,1.326744104,1.141552511,19,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,3.370967745
cod.hyd,COD,hyd,2018,906,10538,1202.030158,1202.968037,2765,0.439516403,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1215.262854
cod.ore,COD,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
cod.bio,COD,bio,2018,99,27,131.3476663,3.082191781,2.291267123,1,0.017444293,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,2.291267123
cog.coa,COG,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cog.nga,COG,nga,2018,517,2155,685.9267017,246.0045662,350,0.702862035,0.3586414,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,246.0017123
cog.oil,COG,oil,2018,39,114,51.74302005,13.01369863,36,0.281209411,0.195650327,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,10.1235388
cog.nuc,COG,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cog.wnd,COG,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
cog.sol,COG,sol,2018,0,1,0,0.114155251,65.75342466,1,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,65.75342466
cog.hyd,COG,hyd,2018,107,1239,141.9616191,141.4383562,214,0.65862923,0.992850435,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,140.9466552
cog.ore,COG,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
cog.bio,COG,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
col.coa,COL,coa,2018,1097,4545,1455.438282,518.8356164,1657,0.307284125,0.349839496,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,509.1697951
col.nga,COL,nga,2018,2709,11622,3594.149777,1326.712329,1797.4,0.807539245,0.403842669,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1451.471039
col.oil,COL,oil,2018,647,2341,858.4034352,267.2374429,1548,0.178435431,0.321781154,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,276.2180472
col.nuc,COL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
col.wnd,COL,wnd,2018,4,43,5.306976415,4.908675799,18.4,0.269452303,0.934227324,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,4.957922375
col.sol,COL,sol,2018,2,21,2.653488208,2.397260274,84.9,0.014549483,0.46551974,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.235251107
col.hyd,COL,hyd,2018,5153,59932,6836.712367,6841.552511,11877.6,0.583441771,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,6929.887979
col.ore,COL,ore,2018,2,4,2.653488208,0.456621005,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
col.bio,COL,bio,2018,370,1454,490.8953184,165.9817352,450,0.368877118,0.338146845,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,165.9947031
cri.coa,CRI,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cri.nga,CRI,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
cri.oil,CRI,oil,2018,33,159,43.78255543,18.15068493,571.7,0.029240537,0.381814513,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,16.716815
cri.nuc,CRI,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cri.wnd,CRI,wnd,2018,155,1799,205.6453361,205.3652968,477.8,0.429782957,0.9985653,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,205.3502969
cri.sol,CRI,sol,2018,5,56,6.633720519,6.392694064,5.4,0.344816506,0.280688511,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.862009132
cri.hyd,CRI,hyd,2018,717,8343,951.2755224,952.3972603,2373,0.404415273,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,959.6774428
cri.ore,CRI,ore,2018,833,969,1105.177838,110.6164384,206.9,0.534400897,0.100045026,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,110.5675456
cri.bio,CRI,bio,2018,29,173,38.47557901,19.74885845,56.7,0.325426824,0.479569155,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,18.45170092
cub.coa,CUB,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cub.nga,CUB,nga,2018,567,2637,752.2639069,301.0273973,580,0.519052118,0.400192307,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,301.0502284
cub.oil,CUB,oil,2018,2777,17443,3684.368376,1991.210046,5678,0.346517965,0.534020707,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1967.529005
cub.nuc,CUB,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cub.wnd,CUB,wnd,2018,2,21,2.653488208,2.397260274,12,0.199771689,0.90343732,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,2.397260268
cub.sol,CUB,sol,2018,13,147,17.24767335,16.78082192,96,0.178090991,0.99124878,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,17.09673514
cub.hyd,CUB,hyd,2018,13,146,17.24767335,16.66666667,64,0.259524829,0.963004615,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,16.60958906
cub.ore,CUB,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
cub.bio,CUB,bio,2018,363,444,481.6081097,50.68493151,200,0.369850742,0.153589915,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,73.9701484
cyp.coa,CYP,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
cyp.nga,CYP,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
cyp.oil,CYP,oil,2018,1020,4583,1353.278986,523.173516,1508,0.346942486,0.386608582,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,523.1892689
cyp.nuc,CYP,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
cyp.wnd,CYP,wnd,2018,19,221,25.20813797,25.2283105,157.5,0.159897804,0.999038649,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,25.18390413
cyp.sol,CYP,sol,2018,17,199,22.55464976,22.71689498,113.1,0.193619822,0.970904095,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,21.89840187
cyp.hyd,CYP,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
cyp.ore,CYP,ore,2018,8,57,10.61395283,6.506849315,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
cyp.bio,CYP,bio,2018,0,0,0,0,10,0.652979452,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6.52979452
cze.coa,CZE,coa,2018,11718,43571,15546.78741,4973.858447,10598.8,0.451298594,0.307666363,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,4783.223538
cze.nga,CZE,nga,2018,785,3750,1041.494121,428.0821918,1796,0.234586594,0.40453183,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,421.3175228
cze.oil,CZE,oil,2018,40,108,53.06976415,12.32876712,123,0.069245462,0.160490477,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,8.517191826
cze.nuc,CZE,nuc,2018,7817,29921,10371.15866,3415.639269,3930,0.869128121,0.329343483,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,3415.673516
cze.wnd,CZE,wnd,2018,52,609,68.9906934,69.52054795,316.2,0.219985039,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,69.55926933
cze.sol,CZE,sol,2018,203,2359,269.3290531,269.2922374,2056.8,0.12985464,0.991668072,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,267.0850236
cze.hyd,CZE,hyd,2018,140,1629,185.7441745,185.9589041,2264.2,0.135084968,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,305.8593845
cze.ore,CZE,ore,2018,567,2788,752.2639069,318.2648402,10.08858447,1,0.013410964,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,10.08858447
cze.bio,CZE,bio,2018,618,2121,819.9278562,242.1232877,832,0.673556883,0.683473945,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,560.3993267
deu.coa,DEU,coa,2018,53099,238974,70448.78517,27280.13699,51848.5,0.526581247,0.387550299,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,27302.44779
deu.nga,DEU,nga,2018,15496,83425,20559.22663,9523.401826,26914.975,0.357745494,0.468340138,0.9,0.072483137,0.047341438,0.0034,0.025141698,1020,0.072483137,9628.711027
deu.oil,DEU,oil,2018,1036,5186,1374.506892,592.0091324,2878.625,0.205144215,0.429632815,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,590.5332659
deu.nuc,DEU,nuc,2018,19804,76005,26274.84023,8676.369863,10799,0.80343518,0.330213102,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,8676.296509
deu.wnd,DEU,wnd,2018,9454,109951,12543.03876,12551.48402,58908,0.216258028,1,0,0.059771497,0.0057,0.0057,0.054071497,1670,0.059771497,12739.32791
deu.sol,DEU,sol,2018,3937,45784,5223.391537,5226.484018,45277,0.116485334,1,0,0.06413729,0,0,0.06413729,770,0.06413729,5274.106468
deu.hyd,DEU,hyd,2018,1545,17974,2049.81964,2051.826484,11120,0.239877877,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,2667.441992
deu.ore,DEU,ore,2018,10715,47297,14216.06307,5399.200913,208.7797945,1,0.014686189,0,0.13591237,0.004422222,0.004422222,0.131490148,4488.888889,0.13591237,208.7797945
deu.bio,DEU,bio,2018,2954,10827,3919.202083,1235.958904,10961,0.61704253,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6763.403171
dnk.coa,DNK,coa,2018,1490,6570,1976.848715,750,3063.57,0.234399457,0.363254476,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,718.0991445
dnk.nga,DNK,nga,2018,461,2072,611.6290319,236.5296804,3437,0.06194495,0.348094651,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,212.9047932
dnk.oil,DNK,oil,2018,69,265,91.54534316,30.25114155,1171,0.025087834,0.320910413,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,29.37785361
dnk.nuc,DNK,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
